0.000000	22.170540
0.005116	27.225870
0.010232	31.443300
0.015348	33.858510
0.020464	35.128590
0.025580	35.737170
0.030695	36.028230
0.035811	36.150240
0.040927	36.023820
0.046043	35.496090
0.051159	34.625850
0.056275	33.727680
0.061391	33.111750
0.066507	32.805990
0.071623	32.682510
0.076739	32.638410
0.081855	32.626650
0.086971	32.623710
0.092086	32.625180
0.097202	32.626650
0.102318	32.625180
0.107434	32.617830
0.112550	32.610480
0.117666	32.607540
0.122782	32.609010
0.127898	32.606070
0.133014	32.600190
0.138130	32.597250
0.143246	32.600190
0.148361	32.604600
0.153477	32.606070
0.158593	32.607540
0.163709	32.609010
0.168825	32.609010
0.173941	32.613420
0.179057	32.611950
0.184173	32.609010
0.189289	32.604600
0.194405	32.603130
0.199521	32.598720
0.204636	32.595780
0.209752	32.591370
0.214868	32.589900
0.219984	32.589900
0.225100	32.588430
0.230216	32.589900
0.235332	32.591370
0.240448	32.591370
0.245564	32.592840
0.250680	32.595780
0.255796	32.595780
0.260912	32.589900
0.266027	32.584020
0.271143	32.582550
0.276259	32.584020
0.281375	32.584020
0.286491	32.584020
0.291607	32.582550
0.296723	32.578140
0.301839	32.570790
0.306955	32.570790
0.312071	32.578140
0.317187	32.581080
0.322302	32.581080
0.327418	32.582550
0.332534	32.579610
0.337650	32.572260
0.342766	32.569320
0.347882	32.570790
0.352998	32.569320
0.358114	32.560500
0.363230	32.553150
0.368346	32.551680
0.373462	32.553150
0.378578	32.553150
0.383693	32.554620
0.388809	32.554620
0.393925	32.557560
0.399041	32.561970
0.404157	32.563440
0.409273	32.559030
0.414389	32.554620
0.419505	32.551680
0.424621	32.551680
0.429737	32.550210
0.434853	32.548740
0.439968	32.545800
0.445084	32.542860
0.450200	32.544330
0.455316	32.551680
0.460432	32.554620
0.465548	32.554620
0.470664	32.548740
0.475780	32.539920
0.480896	32.532570
0.486012	32.526690
0.491128	32.526690
0.496243	32.534040
0.501359	32.538450
0.506475	32.538450
0.511591	32.538450
0.516707	32.538450
0.521823	32.534040
0.526939	32.528160
0.532055	32.523750
0.537171	32.522280
0.542287	32.523750
0.547403	32.528160
0.552519	32.532570
0.557634	32.529630
0.562750	32.520810
0.567866	32.514930
0.572982	32.516400
0.578098	32.520810
0.583214	32.517870
0.588330	32.514930
0.593446	32.513460
0.598562	32.517870
0.603678	32.525220
0.608794	32.528160
0.613909	32.525220
0.619025	32.519340
0.624141	32.516400
0.629257	32.516400
0.634373	32.519340
0.639489	32.517870
0.644605	32.513460
0.649721	32.510520
0.654837	32.509050
0.659953	32.510520
0.665069	32.511990
0.670185	32.513460
0.675300	32.511990
0.680416	32.507580
0.685532	32.501700
0.690648	32.503170
0.695764	32.507580
0.700880	32.504640
0.705996	32.497290
0.711112	32.491410
0.716228	32.488470
0.721344	32.489940
0.726460	32.491410
0.731575	32.491410
0.736691	32.485530
0.741807	32.476710
0.746923	32.472300
0.752039	32.470830
0.757155	32.473770
0.762271	32.472300
0.767387	32.469360
0.772503	32.469360
0.777619	32.469360
0.782735	32.467890
0.787850	32.462010
0.792966	32.457600
0.798082	32.456130
0.803198	32.457600
0.808314	32.457600
0.813430	32.454660
0.818546	32.450250
0.823662	32.448780
0.828778	32.451720
0.833894	32.453190
0.839010	32.456130
0.844126	32.457600
0.849241	32.457600
0.854357	32.451720
0.859473	32.447310
0.864589	32.441430
0.869705	32.437020
0.874821	32.437020
0.879937	32.437020
0.885053	32.435550
0.890169	32.434080
0.895285	32.431140
0.900401	32.431140
0.905516	32.435550
0.910632	32.437020
0.915748	32.434080
0.920864	32.429670
0.925980	32.428200
0.931096	32.428200
0.936212	32.429670
0.941328	32.423790
0.946444	32.417910
0.951560	32.416440
0.956676	32.417910
0.961792	32.419380
0.966907	32.420850
0.972023	32.420850
0.977139	32.420850
0.982255	32.422320
0.987371	32.422320
0.992487	32.420850
0.997603	32.416440
1.002719	32.409090
1.007835	32.409090
1.012951	32.410560
1.018067	32.407620
1.023182	32.400270
1.028298	32.400270
1.033414	32.403210
1.038530	32.407620
1.043646	32.410560
1.048762	32.407620
1.053878	32.400270
1.058994	32.392920
1.064110	32.392920
1.069226	32.397330
1.074342	32.395860
1.079457	32.388510
1.084573	32.385570
1.089689	32.385570
1.094805	32.384100
1.099921	32.382630
1.105037	32.387040
1.110153	32.387040
1.115269	32.384100
1.120385	32.379690
1.125501	32.375280
1.130617	32.372340
1.135733	32.370870
1.140848	32.369400
1.145964	32.366460
1.151080	32.366460
1.156196	32.366460
1.161312	32.364990
1.166428	32.357640
1.171544	32.350290
1.176660	32.347350
1.181776	32.348820
