0.000000	21.725130
0.005116	32.179770
0.010232	41.198220
0.015348	44.443980
0.020464	45.330390
0.025580	45.575880
0.030695	45.642030
0.035811	45.658200
0.040927	45.293640
0.046043	44.007390
0.051159	42.049350
0.056275	40.207440
0.061391	39.231360
0.066507	35.928270
0.071623	33.411630
0.076739	32.144490
0.081855	32.015130
0.086971	31.979850
0.092086	31.969560
0.097202	31.963680
0.102318	31.959270
0.107434	31.954860
0.112550	31.954860
0.117666	31.953390
0.122782	31.950450
0.127898	31.947510
0.133014	31.947510
0.138130	31.950450
0.143246	31.956330
0.148361	31.963680
0.153477	31.966620
0.158593	31.959270
0.163709	31.951920
0.168825	31.950450
0.173941	31.954860
0.179057	31.956330
0.184173	31.953390
0.189289	31.951920
0.194405	31.951920
0.199521	31.953390
0.204636	31.959270
0.209752	31.963680
0.214868	31.965150
0.219984	31.962210
0.225100	31.951920
0.230216	31.940160
0.235332	31.938690
0.240448	31.943100
0.245564	31.947510
0.250680	31.943100
0.255796	31.937220
0.260912	31.931340
0.266027	31.928400
0.271143	31.926930
0.276259	31.929870
0.281375	31.931340
0.286491	31.931340
0.291607	31.929870
0.296723	31.929870
0.301839	31.929870
0.306955	31.932810
0.312071	31.934280
0.317187	31.938690
0.322302	31.944570
0.327418	31.946040
0.332534	31.943100
0.337650	31.938690
0.342766	31.935750
0.347882	31.934280
0.352998	31.932810
0.358114	31.932810
0.363230	31.929870
0.368346	31.926930
0.373462	31.926930
0.378578	31.925460
0.383693	31.923990
0.388809	31.923990
0.393925	31.923990
0.399041	31.921050
0.404157	31.921050
0.409273	31.921050
0.414389	31.919580
0.419505	31.922520
0.424621	31.925460
0.429737	31.928400
0.434853	31.929870
0.439968	31.928400
0.445084	31.922520
0.450200	31.912230
0.455316	31.904880
0.460432	31.904880
0.465548	31.907820
0.470664	31.907820
0.475780	31.904880
0.480896	31.907820
0.486012	31.909290
0.491128	31.906350
0.496243	31.904880
0.501359	31.904880
0.506475	31.901940
0.511591	31.896060
0.516707	31.893120
0.521823	31.894590
0.526939	31.894590
0.532055	31.890180
0.537171	31.890180
0.542287	31.893120
0.547403	31.893120
0.552519	31.893120
0.557634	31.894590
0.562750	31.896060
0.567866	31.894590
0.572982	31.893120
0.578098	31.888710
0.583214	31.884300
0.588330	31.885770
0.593446	31.885770
0.598562	31.882830
0.603678	31.875480
0.608794	31.871070
0.613909	31.872540
0.619025	31.874010
0.624141	31.872540
0.629257	31.872540
0.634373	31.874010
0.639489	31.875480
0.644605	31.875480
0.649721	31.875480
0.654837	31.874010
0.659953	31.874010
0.665069	31.874010
0.670185	31.876950
0.675300	31.878420
0.680416	31.875480
0.685532	31.868130
0.690648	31.863720
0.695764	31.857840
0.700880	31.850490
0.705996	31.850490
0.711112	31.856370
0.716228	31.859310
0.721344	31.857840
0.726460	31.853430
0.731575	31.847550
0.736691	31.844610
0.741807	31.844610
0.746923	31.849020
0.752039	31.854900
